169561	Anlagen	9020244	eisbaer	"SERVEREISSERVERIII-19""1HE"		3806.81	2021-09-02	2021	b	Hardware	5569986
171443	Anlagen	9020244	IS_serv	"SERVEREISSERVERIII-19""1HE"		3806.81	2021-09-02	2021	b	Hardware	5569986
